epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
95,12230.5,0.5837,1.11776,0.47918,1.04619,0,0.8103,0.70736,0.75086,0.59902,0.81939,0.71668,0.75757,0.57218,1.22834,2.52652,1.29001,1.77903,0,0.0293572,0.00978572,0.0293572,0.00978572,0.0293572,0.00978572,0.0293572,0.00978572
96,12359.5,0.58198,1.11584,0.47545,1.05055,0,0.784,0.73293,0.75584,0.59748,0.79534,0.73968,0.76247,0.57123,1.23555,2.61622,1.30234,1.79575,0,0.0293435,0.00978118,0.0293435,0.00978118,0.0293435,0.00978118,0.0293435,0.00978118
97,12487.9,0.57861,1.10648,0.47848,1.05564,0,0.78643,0.71807,0.74799,0.59344,0.79732,0.72443,0.75418,0.56998,1.25204,2.52662,1.33212,1.80896,0,0.0293297,0.00977658,0.0293297,0.00977658,0.0293297,0.00977658,0.0293297,0.00977658
98,12616.4,0.57198,1.07956,0.47041,1.04208,0,0.79192,0.72914,0.76295,0.60061,0.80387,0.73468,0.76257,0.57539,1.23174,2.61304,1.27164,1.78526,0,0.0293158,0.00977194,0.0293158,0.00977194,0.0293158,0.00977194,0.0293158,0.00977194
99,12745.5,0.5727,1.09565,0.46715,1.04931,0,0.80262,0.70921,0.75017,0.58672,0.81625,0.71463,0.75404,0.56536,1.27657,2.61676,1.29472,1.82774,0,0.0293017,0.00976725,0.0293017,0.00976725,0.0293017,0.00976725,0.0293017,0.00976725
100,12873.9,0.56937,1.08422,0.46506,1.03654,0,0.81536,0.71943,0.7442,0.5975,0.8197,0.72454,0.74913,0.56872,1.25006,2.58675,1.35364,1.78842,0,0.0292875,0.00976251,0.0292875,0.00976251,0.0292875,0.00976251,0.0292875,0.00976251
101,13001.8,0.56767,1.07679,0.46192,1.03748,0,0.78782,0.73289,0.75182,0.59114,0.79066,0.73455,0.75294,0.56664,1.23961,2.59957,1.31099,1.79247,0,0.0292732,0.00975773,0.0292732,0.00975773,0.0292732,0.00975773,0.0292732,0.00975773
102,13129.9,0.56544,1.06848,0.45889,1.03454,0,0.78939,0.72722,0.75398,0.5955,0.79434,0.72522,0.75526,0.57085,1.2587,2.59712,1.31184,1.80377,0,0.0292587,0.0097529,0.0292587,0.0097529,0.0292587,0.0097529,0.0292587,0.0097529
103,13258.2,0.56296,1.07578,0.46068,1.03313,0,0.78078,0.73656,0.74791,0.59325,0.795,0.74426,0.75349,0.57078,1.25749,2.57388,1.31016,1.80689,0,0.0292441,0.00974803,0.0292441,0.00974803,0.0292441,0.00974803,0.0292441,0.00974803
104,13386.3,0.56734,1.08041,0.45614,1.04331,0,0.78985,0.71774,0.74881,0.59507,0.80043,0.72682,0.75434,0.5681,1.26246,2.59205,1.29128,1.83895,0,0.0292293,0.0097431,0.0292293,0.0097431,0.0292293,0.0097431,0.0292293,0.0097431
105,13514.1,0.55946,1.065,0.4578,1.03825,0,0.82078,0.71429,0.74083,0.59014,0.82718,0.71694,0.74385,0.56194,1.23637,2.6249,1.30185,1.82478,0,0.0292144,0.00973814,0.0292144,0.00973814,0.0292144,0.00973814,0.0292144,0.00973814
106,13642.2,0.56281,1.06418,0.45518,1.04162,0,0.79361,0.72699,0.75083,0.5951,0.79516,0.73156,0.74814,0.56695,1.24976,2.63373,1.33586,1.81637,0,0.0291994,0.00973312,0.0291994,0.00973312,0.0291994,0.00973312,0.0291994,0.00973312
107,13770.4,0.55899,1.05577,0.45409,1.03492,0,0.82345,0.70388,0.75374,0.60035,0.84087,0.70468,0.75321,0.5696,1.25532,2.64862,1.32283,1.821,0,0.0291842,0.00972806,0.0291842,0.00972806,0.0291842,0.00972806,0.0291842,0.00972806
108,13898.7,0.54959,1.04429,0.44716,1.02343,0,0.80245,0.72902,0.75737,0.60298,0.80659,0.72788,0.75864,0.57243,1.24643,2.67243,1.29375,1.82733,0,0.0291689,0.00972296,0.0291689,0.00972296,0.0291689,0.00972296,0.0291689,0.00972296
109,14026.7,0.56442,1.08775,0.46895,1.04386,0,0.79746,0.72173,0.75474,0.60189,0.80327,0.72258,0.75126,0.57147,1.23882,2.67184,1.29844,1.82939,0,0.0291534,0.0097178,0.0291534,0.0097178,0.0291534,0.0097178,0.0291534,0.0097178
110,14155.3,0.5517,1.06553,0.4531,1.02778,0,0.79295,0.72294,0.75571,0.59581,0.79734,0.72632,0.7559,0.56843,1.239,2.66766,1.30569,1.81451,0,0.0291378,0.0097126,0.0291378,0.0097126,0.0291378,0.0097126,0.0291378,0.0097126
111,14283.5,0.54649,1.04407,0.44266,1.02664,0,0.7935,0.73893,0.76199,0.59864,0.79289,0.7346,0.75421,0.57261,1.22905,2.68719,1.26728,1.78148,0,0.0291221,0.00970736,0.0291221,0.00970736,0.0291221,0.00970736,0.0291221,0.00970736
112,14412.2,0.5453,1.03443,0.44314,1.026,0,0.78974,0.74016,0.75644,0.60423,0.7977,0.74355,0.75984,0.57829,1.22276,2.65455,1.26855,1.77116,0,0.0291062,0.00970207,0.0291062,0.00970207,0.0291062,0.00970207,0.0291062,0.00970207
113,14541.3,0.54485,1.04109,0.44543,1.02218,0,0.77773,0.73538,0.75407,0.59722,0.79988,0.7277,0.75646,0.57162,1.23313,2.65861,1.31177,1.77803,0,0.0290902,0.00969673,0.0290902,0.00969673,0.0290902,0.00969673,0.0290902,0.00969673
114,14669.6,0.53966,1.017,0.435,1.01725,0,0.77942,0.73873,0.75465,0.59957,0.79621,0.73186,0.75879,0.57146,1.25226,2.68135,1.2879,1.83519,0,0.0290741,0.00969135,0.0290741,0.00969135,0.0290741,0.00969135,0.0290741,0.00969135
115,14797.9,0.53537,1.03321,0.43713,1.01903,0,0.79834,0.71499,0.74844,0.59605,0.81136,0.72319,0.75208,0.5715,1.26006,2.71745,1.34315,1.84726,0,0.0290578,0.00968592,0.0290578,0.00968592,0.0290578,0.00968592,0.0290578,0.00968592
116,14925.8,0.5413,1.04074,0.43633,1.02037,0,0.80871,0.71755,0.75638,0.59889,0.8154,0.72195,0.75291,0.57237,1.22001,2.66392,1.29683,1.7885,0,0.0290413,0.00968045,0.0290413,0.00968045,0.0290413,0.00968045,0.0290413,0.00968045
117,15054.2,0.53566,1.02013,0.43405,1.0123,0,0.82006,0.70725,0.74892,0.59514,0.83137,0.71613,0.75369,0.56806,1.2405,2.7164,1.27146,1.80898,0,0.0290248,0.00967493,0.0290248,0.00967493,0.0290248,0.00967493,0.0290248,0.00967493
118,15182.3,0.5316,1.03601,0.43656,1.01592,0,0.79365,0.72793,0.74931,0.59497,0.80982,0.73342,0.75499,0.56975,1.2566,2.65802,1.30887,1.82638,0,0.0290081,0.00966936,0.0290081,0.00966936,0.0290081,0.00966936,0.0290081,0.00966936
119,15310.6,0.53366,1.00116,0.42141,1.01553,0,0.80558,0.71906,0.7507,0.59409,0.81262,0.72631,0.75158,0.56703,1.22992,2.62309,1.31254,1.79916,0,0.0289913,0.00966375,0.0289913,0.00966375,0.0289913,0.00966375,0.0289913,0.00966375
120,15438.8,0.531,1.00289,0.41868,1.01361,0,0.8098,0.72765,0.74859,0.59018,0.80802,0.72692,0.74278,0.56489,1.25357,2.73223,1.3228,1.81841,0,0.0289743,0.0096581,0.0289743,0.0096581,0.0289743,0.0096581,0.0289743,0.0096581
121,15567.3,0.53001,1.00376,0.42177,1.00457,0,0.78646,0.73311,0.75485,0.59814,0.80367,0.72941,0.75494,0.56879,1.23638,2.64983,1.27478,1.79997,0,0.0289572,0.00965239,0.0289572,0.00965239,0.0289572,0.00965239,0.0289572,0.00965239
122,15695.5,0.53044,0.99361,0.42377,1.01015,0,0.81438,0.69991,0.74261,0.5917,0.80995,0.71589,0.74495,0.56295,1.24134,2.721,1.31804,1.81456,0,0.0289399,0.00964665,0.0289399,0.00964665,0.0289399,0.00964665,0.0289399,0.00964665
123,15823.9,0.53786,1.03054,0.42893,1.01097,0,0.80099,0.72134,0.75153,0.59992,0.81807,0.71803,0.75275,0.56916,1.23241,2.67573,1.31689,1.79364,0,0.0289226,0.00964085,0.0289226,0.00964085,0.0289226,0.00964085,0.0289226,0.00964085
124,15952.4,0.52755,0.99926,0.41909,1.0082,0,0.81357,0.72116,0.75489,0.6005,0.82344,0.715,0.75263,0.57095,1.23743,2.69563,1.28526,1.81127,0,0.028905,0.00963502,0.028905,0.00963502,0.028905,0.00963502,0.028905,0.00963502
125,16080.8,0.52064,0.98729,0.41142,1.00069,0,0.7881,0.72003,0.73195,0.5857,0.79237,0.72551,0.73552,0.55951,1.23996,2.66056,1.32313,1.80731,0,0.0288874,0.00962913,0.0288874,0.00962913,0.0288874,0.00962913,0.0288874,0.00962913
126,16208.8,0.53085,0.9951,0.42317,1.00818,0,0.78387,0.72451,0.74018,0.59325,0.79592,0.73369,0.74577,0.56376,1.24981,2.73089,1.29158,1.8094,0,0.0288696,0.0096232,0.0288696,0.0096232,0.0288696,0.0096232,0.0288696,0.0096232
127,16337,0.52355,1.00126,0.42074,1.01004,0,0.79803,0.73601,0.74929,0.59594,0.79844,0.73598,0.74693,0.56558,1.22543,2.6738,1.31122,1.78208,0,0.0288517,0.00961723,0.0288517,0.00961723,0.0288517,0.00961723,0.0288517,0.00961723
128,16465.1,0.52477,1.00967,0.41987,1.01188,0,0.81519,0.69986,0.73776,0.58688,0.82474,0.70593,0.74326,0.56225,1.24626,2.66925,1.34267,1.79998,0,0.0288336,0.00961121,0.0288336,0.00961121,0.0288336,0.00961121,0.0288336,0.00961121
129,16593.3,0.51454,0.97439,0.40299,0.99372,0,0.82869,0.7024,0.73865,0.5861,0.83039,0.70335,0.74047,0.55788,1.25561,2.76305,1.34405,1.83512,0,0.0288154,0.00960515,0.0288154,0.00960515,0.0288154,0.00960515,0.0288154,0.00960515
130,16721.5,0.51794,0.96818,0.41438,1.00225,0,0.78726,0.72662,0.73798,0.59109,0.79064,0.72416,0.73973,0.56335,1.24259,2.71993,1.3277,1.83268,0,0.0287971,0.00959904,0.0287971,0.00959904,0.0287971,0.00959904,0.0287971,0.00959904
131,16849.7,0.51007,0.962,0.4062,1.00279,0,0.79565,0.71119,0.74756,0.59422,0.80894,0.71064,0.74754,0.56485,1.2494,2.73994,1.31281,1.85629,0,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289
132,16977.9,0.51347,0.96973,0.40571,1.00059,0,0.80426,0.69697,0.74362,0.59245,0.81413,0.70059,0.74597,0.56698,1.23747,2.69012,1.33137,1.80613,0,0.0287601,0.00958669,0.0287601,0.00958669,0.0287601,0.00958669,0.0287601,0.00958669
133,17106,0.506,0.95476,0.39985,0.99914,0,0.7849,0.72457,0.73754,0.58859,0.78683,0.724,0.73754,0.56358,1.24495,2.72573,1.34447,1.8329,0,0.0287413,0.00958044,0.0287413,0.00958044,0.0287413,0.00958044,0.0287413,0.00958044
134,17234.2,0.51944,0.98661,0.41728,1.0093,0,0.78668,0.7242,0.74301,0.59455,0.79121,0.72526,0.74256,0.56951,1.2357,2.7139,1.32803,1.83519,0,0.0287225,0.00957416,0.0287225,0.00957416,0.0287225,0.00957416,0.0287225,0.00957416
135,17362.4,0.50838,0.97042,0.3997,0.99992,0,0.7953,0.71814,0.73995,0.59136,0.81102,0.71684,0.74417,0.56465,1.23949,2.68287,1.33689,1.83537,0,0.0287035,0.00956782,0.0287035,0.00956782,0.0287035,0.00956782,0.0287035,0.00956782
136,17490.6,0.51153,0.9687,0.40762,0.99928,0,0.79743,0.71788,0.73601,0.58601,0.80162,0.72136,0.73652,0.56299,1.22501,2.69345,1.34103,1.81929,0,0.0286843,0.00956145,0.0286843,0.00956145,0.0286843,0.00956145,0.0286843,0.00956145
137,17619,0.5091,0.96902,0.40867,1.00162,0,0.78742,0.72443,0.74083,0.58499,0.80814,0.712,0.73928,0.56263,1.25436,2.74016,1.37774,1.83739,0,0.0286651,0.00955502,0.0286651,0.00955502,0.0286651,0.00955502,0.0286651,0.00955502
138,17747.3,0.50644,0.967,0.40647,0.9967,0,0.81222,0.72517,0.74491,0.58916,0.81873,0.72488,0.74624,0.56611,1.25299,2.67532,1.31832,1.84434,0,0.0286457,0.00954856,0.0286457,0.00954856,0.0286457,0.00954856,0.0286457,0.00954856
139,17875.8,0.50546,0.95342,0.40068,0.99607,0,0.80184,0.72457,0.74679,0.59113,0.81273,0.72359,0.74972,0.56381,1.24326,2.7064,1.34915,1.80626,0,0.0286261,0.00954205,0.0286261,0.00954205,0.0286261,0.00954205,0.0286261,0.00954205
140,18004,0.50741,0.96361,0.39187,1.00126,0,0.79614,0.71696,0.73929,0.58788,0.80808,0.72503,0.73916,0.56234,1.24261,2.65957,1.35819,1.83126,0,0.0286065,0.00953549,0.0286065,0.00953549,0.0286065,0.00953549,0.0286065,0.00953549
141,18132.3,0.50282,0.94498,0.39606,0.99393,0,0.83248,0.69341,0.73838,0.58235,0.78288,0.72539,0.73743,0.56251,1.2337,2.77083,1.34676,1.84103,0,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889
142,18261,0.49906,0.947,0.40426,0.99163,0,0.79866,0.71945,0.74282,0.58486,0.81309,0.72036,0.74924,0.56616,1.23804,2.73849,1.31733,1.84544,0,0.0285668,0.00952225,0.0285668,0.00952225,0.0285668,0.00952225,0.0285668,0.00952225
143,18389.6,0.49472,0.94615,0.38432,0.98712,0,0.79377,0.72194,0.73852,0.58211,0.80056,0.72671,0.73891,0.55759,1.25715,2.74054,1.33639,1.85414,0,0.0285467,0.00951556,0.0285467,0.00951556,0.0285467,0.00951556,0.0285467,0.00951556
144,18517.8,0.50862,0.97748,0.39878,0.99553,0,0.80346,0.71734,0.74571,0.58811,0.80553,0.72365,0.74826,0.56464,1.24372,2.72171,1.2973,1.83161,0,0.0285265,0.00950883,0.0285265,0.00950883,0.0285265,0.00950883,0.0285265,0.00950883
145,18646.3,0.50142,0.94683,0.39382,0.98928,0,0.80268,0.72546,0.75078,0.591,0.80957,0.72767,0.75009,0.5664,1.25242,2.78498,1.27931,1.83115,0,0.0285062,0.00950206,0.0285062,0.00950206,0.0285062,0.00950206,0.0285062,0.00950206
146,18775.1,0.495,0.92559,0.38872,0.98643,0,0.82054,0.71281,0.75418,0.59921,0.80022,0.73523,0.75322,0.5736,1.22595,2.80002,1.32906,1.81225,0,0.0284857,0.00949524,0.0284857,0.00949524,0.0284857,0.00949524,0.0284857,0.00949524
147,18903.8,0.4971,0.94491,0.39173,0.98683,0,0.80616,0.74004,0.75297,0.59834,0.81034,0.73808,0.75139,0.57033,1.21761,2.7602,1.32103,1.80783,0,0.0284651,0.00948837,0.0284651,0.00948837,0.0284651,0.00948837,0.0284651,0.00948837
148,19032.2,0.49458,0.92826,0.38574,0.98377,0,0.79228,0.73399,0.74645,0.59246,0.80165,0.73232,0.74668,0.56697,1.22679,2.76998,1.33484,1.83471,0,0.0284444,0.00948147,0.0284444,0.00948147,0.0284444,0.00948147,0.0284444,0.00948147
149,19160.4,0.49798,0.94043,0.39344,0.98824,0,0.80269,0.72975,0.75703,0.59591,0.81622,0.73134,0.75814,0.57286,1.25119,2.77967,1.31404,1.85628,0,0.0284235,0.00947452,0.0284235,0.00947452,0.0284235,0.00947452,0.0284235,0.00947452
150,19288.8,0.49644,0.92871,0.39602,0.99326,0,0.78765,0.7306,0.75533,0.59956,0.82355,0.71448,0.75618,0.57102,1.22178,2.7544,1.2947,1.81338,0,0.0284026,0.00946752,0.0284026,0.00946752,0.0284026,0.00946752,0.0284026,0.00946752
151,19417.2,0.49512,0.94969,0.39871,0.99178,0,0.7958,0.73889,0.75234,0.59022,0.79628,0.73512,0.74737,0.56265,1.22996,2.7995,1.28392,1.83507,0,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048
152,19545.3,0.48238,0.91046,0.38182,0.97708,0,0.80687,0.73754,0.74817,0.58931,0.81474,0.7364,0.74531,0.56177,1.23881,2.8137,1.31313,1.84041,0,0.0283602,0.0094534,0.0283602,0.0094534,0.0283602,0.0094534,0.0283602,0.0094534
153,19673.5,0.49017,0.93352,0.38991,0.98148,0,0.80023,0.72223,0.74864,0.5872,0.80257,0.72402,0.74785,0.56331,1.24443,2.77397,1.34274,1.84703,0,0.0283388,0.00944628,0.0283388,0.00944628,0.0283388,0.00944628,0.0283388,0.00944628
154,19801.9,0.4853,0.92856,0.38671,0.98566,0,0.8147,0.71682,0.75227,0.59627,0.80245,0.73736,0.75651,0.57077,1.2399,2.8232,1.31539,1.86472,0,0.0283173,0.00943911,0.0283173,0.00943911,0.0283173,0.00943911,0.0283173,0.00943911
155,19930.3,0.48526,0.92177,0.38504,0.98691,0,0.80875,0.72228,0.75049,0.59856,0.81252,0.72668,0.75063,0.56814,1.23834,2.72441,1.34738,1.84242,0,0.0282957,0.00943189,0.0282957,0.00943189,0.0282957,0.00943189,0.0282957,0.00943189
156,20058.9,0.48031,0.91253,0.37646,0.98512,0,0.83569,0.71759,0.75759,0.60092,0.83925,0.71996,0.7576,0.57355,1.23684,2.70624,1.33237,1.83614,0,0.0282739,0.00942464,0.0282739,0.00942464,0.0282739,0.00942464,0.0282739,0.00942464
157,20187.5,0.48069,0.90781,0.37449,0.98034,0,0.79899,0.72396,0.74599,0.59528,0.80381,0.73195,0.74988,0.56867,1.23893,2.70584,1.36476,1.82033,0,0.028252,0.00941734,0.028252,0.00941734,0.028252,0.00941734,0.028252,0.00941734
158,20315.7,0.48605,0.92714,0.38622,0.97697,0,0.81465,0.72298,0.74929,0.59542,0.82071,0.7259,0.74812,0.56828,1.2193,2.73799,1.34772,1.80842,0,0.02823,0.00941,0.02823,0.00941,0.02823,0.00941,0.02823,0.00941
159,20444.1,0.49309,0.91693,0.38574,0.98056,0,0.80297,0.72906,0.7465,0.59128,0.80849,0.73344,0.74506,0.56436,1.23562,2.72856,1.35485,1.82473,0,0.0282078,0.00940262,0.0282078,0.00940262,0.0282078,0.00940262,0.0282078,0.00940262
160,20572.9,0.48508,0.90957,0.3803,0.98226,0,0.79953,0.72119,0.74227,0.59104,0.83876,0.69968,0.74001,0.5647,1.22193,2.77997,1.32867,1.80387,0,0.0281856,0.00939519,0.0281856,0.00939519,0.0281856,0.00939519,0.0281856,0.00939519
161,20701.8,0.48263,0.90912,0.38476,0.98008,0,0.82164,0.72853,0.74445,0.59455,0.82693,0.72998,0.74508,0.57073,1.22415,2.77439,1.32342,1.81923,0,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772
162,20830,0.48081,0.92213,0.38323,0.98306,0,0.81551,0.72585,0.74841,0.59453,0.81791,0.72771,0.74696,0.56864,1.22933,2.84487,1.31487,1.85955,0,0.0281406,0.0093802,0.0281406,0.0093802,0.0281406,0.0093802,0.0281406,0.0093802
